Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,ratingsCount,Price
Bachelor Girl (Little House the Rose Years),"In this eighth and final book of the Rose Years series, Rose has become an independent young woman. She leaves RockyRidge Farm, first for Kansas City to learn how to be a telegrapher, then for San Francisco. Her dream is to work for ayear or two, save a little money, and then marry Paul Cooley, her childhood sweetheart. But the big city has all sorts ofsurprises in store for Rose, and she finds that she's destined to travel a road she never even imagined.",Roger Lea MacBride,http://books.google.com/books/content?id=vaP3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vaP3wAEACAAJ&dq=Bachelor+Girl+(Little+House+the+Rose+Years)&hl=&cd=1&source=gbs_api,HarperCollins,1999-09-22,http://books.google.com/books?id=vaP3wAEACAAJ&dq=Bachelor+Girl+(Little+House+the+Rose+Years)&hl=&source=gbs_api,3.0,29.704370023320795
Kennedy and Roosevelt: The Uneasy Alliance,"The revealing story of Franklin Roosevelt, Joe Kennedy, and a political alliance that changed history, from a New York Times–bestselling author. When Franklin Roosevelt ran for president in 1932, he gained the support of Joseph Kennedy, a little-known businessman with Wall Street connections. Instrumental in Roosevelt’s victory, their partnership began a longstanding alliance between two of America’s most ambitious power brokers. Kennedy worked closely with FDR as the first chairman of the Securities and Exchange Commission, and later as ambassador to Great Britain. But at the outbreak of World War II, sensing a threat to his family and fortune, Kennedy lobbied against American intervention—putting him in direct conflict with Roosevelt’s intentions. Though he retreated from the spotlight to focus on the political careers of his sons, Kennedy’s relationship with Roosevelt would eventually come full circle in 1960, when Franklin Roosevelt Jr. campaigned for John F. Kennedy’s presidential win. With unprecedented access to Kennedy’s private diaries as well as firsthand interviews with Roosevelt’s family and White House aides, New York Times–bestselling author Michael Beschloss—called “the nation’s leading presidential historian” by Newsweek—presents an insightful study in contrasts. Roosevelt, the scion of a political dynasty, had a genius for the machinery of government; Kennedy, who built his own fortune, was a political outsider determined to build a dynasty of his own. From the author of The Conquerors and Presidential Courage, this is a “fascinating account of the complex, ambiguous relationship of two shrewd, ruthless, power-hungry men” (The New York Times Book Review).",Michael Beschloss,http://books.google.com/books/content?id=PQrBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PQrBDAAAQBAJ&printsec=frontcover&dq=Kennedy+and+Roosevelt:+The+Uneasy+Alliance&hl=&cd=1&source=gbs_api,Open Road Media,2016-08-16,https://play.google.com/store/books/details?id=PQrBDAAAQBAJ&source=gbs_api,1.0,29.704370023320795
Letitia Baldrige's New Complete Guide to Executive Manners,"Updates the classic guide to business etiquette with information on sexual harassment, diversity and plurality, ethics, and the special problems of female executives",Letitia Baldrige,http://books.google.com/books/content?id=EUTX0ik0x-8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=EUTX0ik0x-8C&printsec=frontcover&dq=Letitia+Baldrige%27s+New+Complete+Guide+to+Executive+Manners&hl=&cd=1&source=gbs_api,Simon and Schuster,1993-10-12,http://books.google.com/books?id=EUTX0ik0x-8C&dq=Letitia+Baldrige%27s+New+Complete+Guide+to+Executive+Manners&hl=&source=gbs_api,1.0,34.56
Soul Would Have No Rainbow if the Eyes Had No Tears and Other Native American Proverbs,"A collection of short and inspirational Native American proverbs. Sayings of time-honored truth and contemporary wisdom from the Native American tribes: Why will you take by force what you may obtain by love? We will be known forever by the tracks we leave. He who serves his fellows is the greatest of all. If a man is as wise as a serpent, he can be as gentle as a dove. The life of a man is a circle from childhood to childhood, and so it is in everything where power moves. A sin against a neighbor is an offense against the Great Spirit.",Guy Zona,http://books.google.com/books/content?id=2clrn4wOOtsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=2clrn4wOOtsC&printsec=frontcover&dq=Soul+Would+Have+No+Rainbow+if+the+Eyes+Had+No+Tears+and+Other+Native+American+Proverbs&hl=&cd=1&source=gbs_api,Simon and Schuster,1994-04-25,http://books.google.com/books?id=2clrn4wOOtsC&dq=Soul+Would+Have+No+Rainbow+if+the+Eyes+Had+No+Tears+and+Other+Native+American+Proverbs&hl=&source=gbs_api,3.0,8.5
Core Maths for Advanced Level,"Since the launch of the Human Genome project in 1990, understanding molecular and clinical genetics has become an essential aspect of modern medical education. Solid knowledge of genetics is now crucial to a host of healthcare professionals including primary care physicians, nurses and physician assistants. This third edition takes this crucial information and incorporates it into a student-friendly format that focuses on the core concept of human genetics. Each chapter uses the same problem-based approach as the previous editions, and addresses the important role of genetics and disease by integrating molecular and clinical genetics.","L. Bostock, S. Chandler",http://books.google.com/books/content?id=yCbphrU7RPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yCbphrU7RPUC&printsec=frontcover&dq=Core+Maths+for+Advanced+Level&hl=&cd=1&source=gbs_api,Nelson Thornes,2000,http://books.google.com/books?id=yCbphrU7RPUC&dq=Core+Maths+for+Advanced+Level&hl=&source=gbs_api,3.0,29.704370023320795
Turn Your Cablight On: Get Your Dream Man in 6 Months or Less,"An acclaimed dating coach presents a foolproof program for finding a marriage-worthy guy and sending him availability signals he can't resist. Her husband, a licensed psychotherapist, also weighs in with guided tours of the male mind.",Nancy Slotnick,http://books.google.com/books/content?id=cfJb8zbsT24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cfJb8zbsT24C&printsec=frontcover&dq=Turn+Your+Cablight+On:+Get+Your+Dream+Man+in+6+Months+or+Less&hl=&cd=1&source=gbs_api,Penguin,2005,http://books.google.com/books?id=cfJb8zbsT24C&dq=Turn+Your+Cablight+On:+Get+Your+Dream+Man+in+6+Months+or+Less&hl=&source=gbs_api,1.0,29.704370023320795
Stanley Kubrick: Interviews (Conversations with Filmmakers),"From his first feature film, Fear and Desire (1953), to his final, posthumously released Eyes Wide Shut (1999), Stanley Kubrick excelled at probing the dark corners of human consciousness. In doing so, he adapted such popular novels as The Killing, Lolita, A Clockwork Orange, and The Shining and selected a wide variety of genres for his films -- black comedy (Dr. Strangelove), science fiction (2001: A Space Odyssey), and war (Paths of Glory and Full Metal Jacket). Because he was peerless in unveiling the intimate mysteries of human nature, no new film by Kubrick ever failed to spark debate or to be deeply pondered. Kubrick (1928-1999) has remained as elusive as the subjects of his films. Unlike many other filmmakers he was not inclined to grant interviews, instead preferring to let his movies speak for themselves. By allowing both critics and moviegoers to see the inner workings of this reclusive filmmaker, this first comprehensive collection of his relatively few interviews is invaluable. Ranging from 1959 to 1987 and including Kubrick's conversations with Gene Siskel, Jeremy Bernstein, Gene D. Phillips, and others, this book reveals Kubrick's diverse interests -- nuclear energy and its consequences, space exploration, science fiction, literature, religion, psychoanalysis, the effects of violence, and even chess -- and discloses how each affects his films. He enthusiastically speaks of how advances in camera and sound technology made his films more effective. Kubrick details his hands-on approach to filmmaking as he discusses why he supervises nearly every aspect of production. ""All the hand-held camerawork is mine,"" he says in a 1972 interview about A Clockwork Orange. ""In addition to the fun of doing the shooting myself, I find it virtually impossible to explain what I want in a hand-held shot to even the most talented and sensitive camera operator. "" Neither guarded nor evasive, the Kubrick who emerges from these interviews is candid, opinionated, confident, and articulate. His incredible memory and his gift for organization come to light as he quotes verbatim sections of reviews, books, and articles. Despite his reputation as a recluse, the Kubrick of these interviews is approachable, witty, full of anecdotes, and eager to share a fascinating story. Gene D. Phillips, S.J., is a professor of English at Loyola University in Chicago, where he teaches fiction and the history of film. He is the author of many notable books on film and is a founding member of the editorial board of both Literature/Film Quarterly and The Tennessee Williams Journal. He was acquainted with Stanley Kubrick for twenty-five years.",Stanley Kubrick,http://books.google.com/books/content?id=CQjYUJEjJLgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=CQjYUJEjJLgC&printsec=frontcover&dq=Stanley+Kubrick:+Interviews+(Conversations+with+Filmmakers)&hl=&cd=1&source=gbs_api,Univ. Press of Mississippi,2001,http://books.google.com/books?id=CQjYUJEjJLgC&dq=Stanley+Kubrick:+Interviews+(Conversations+with+Filmmakers)&hl=&source=gbs_api,2.0,16.15
Abraham Lincoln (The Sangamon Edition: 6 volumes),"This definitive, single-volume edition of the Pulitzer Prize–winning biography delivers “a Lincoln whom no other man . . . could have given us” (New York Herald Tribune Book Review). Celebrated for his vivid depictions of the nineteenth-century American Midwest, Carl Sandburg brings unique insight to the life of Abraham Lincoln in this distinguished biography. He captures both the man who grew up on the Indiana prairie and the president who held the country together through the turbulence and tragedy of the Civil War. Based on a lifetime of research, Sandburg’s biographywas originally published as a monumental, six-volume study. The author later distilled the work down to this single-volume edition that is considered by many to be his greatest work of nonfiction.",Carl Sandburg,http://books.google.com/books/content?id=r1tXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=r1tXEAAAQBAJ&printsec=frontcover&dq=Abraham+Lincoln+(The+Sangamon+Edition:+6+volumes)&hl=&cd=1&source=gbs_api,Open Road Media,2022-01-01,https://play.google.com/store/books/details?id=r1tXEAAAQBAJ&source=gbs_api,5.0,29.704370023320795
Mavericks at Work,"The first book to document this change, Mavericks at Work is business ""edutainment"" for a smart, ambitious readership, profiling some of the most exciting—and often eccentric—CEOs in the United States, while detailing their remarkable strategies for success. Who’s going to write the next chapter in the saga of American business? Who’s going to chronicle the best way to compete, the new way to win? That’s the mission of Mavericks at Work, a book that profiles a network of rebels who are creating a new business model that makes use of fresh principles and captures what it means to be a state-of-the-art organization. Including such pioneering companies as ING Direct, Southwest Airlines, Pixar, HBO, Anthropologie, Craigslist, Netflix, and Commerce Bank, this book is nothing short of a lively new intellectual agenda for business.","William C. Taylor, Polly G. LaBarre",http://books.google.com/books/content?id=w4TOpMau4kkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=w4TOpMau4kkC&printsec=frontcover&dq=Mavericks+at+Work&hl=&cd=1&source=gbs_api,Harper Collins,2009-03-17,https://play.google.com/store/books/details?id=w4TOpMau4kkC&source=gbs_api,4.0,29.704370023320795
Nerve Endings,"A true tale of scientific discovery, Nerve Endings chronicles not only the little-known story of one of the nineteenth century's greatest intellectual struggles but also describes the frailty, perseverance, and creativity of human beings. Two doctors, the warm Spaniard Cajal and the cool Italian Golgi, struggled first against scientific barriers and ultimately against each other to discover what brain cells looked like and how they managed to contact one another. Both did their most important research alone in tiny laboratories set up on their kitchen tables, and both made profound discoveries that led to their jointly winning the 1906 Nobel Prize. Yet one of them found his way into the microscopic forest of individual cells, while the other died convinced that the entire nervous system is a network physically connecting every brain cell directly to its neighbors.","Richard Rapport, Richard L. Rapport",http://books.google.com/books/content?id=fWBBIUhoLzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=fWBBIUhoLzMC&dq=Nerve+Endings&hl=&cd=1&source=gbs_api,W. W. Norton & Company,2005,http://books.google.nl/books?id=fWBBIUhoLzMC&dq=Nerve+Endings&hl=&source=gbs_api,1.0,29.704370023320795
"The Proud Tower: A portrait of the world before the war, 1890-1914","The Proud Tower, the Pulitzer Prize-winning The Guns of August, and The Zimmerman Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era During the fateful quarter century leading up to World War I, the climax of a century of rapid, unprecedented change, a privileged few enjoyed Olympian luxury as the underclass was “heaving in its pain, its power, and its hate.” In The Proud Tower, Barbara W. Tuchman brings the era to vivid life: the decline of the Edwardian aristocracy; the Anarchists of Europe and America; Germany and its self-depicted hero, Richard Strauss; Diaghilev’s Russian ballet and Stravinsky’s music; the Dreyfus Affair; the Peace Conferences in The Hague; and the enthusiasm and tragedy of Socialism, epitomized by the assassination of Jean Jaurès on the night the Great War began and an epoch came to a close. Praise for The Proud Tower “[Barbara W. Tuchman’s] Pulitzer Prize–winning The Guns of August was an expert evocation of the first spasm of the 1914–1918 war. She brings the same narrative gifts and panoramic camera eye to her portrait of the antebellum world.”—Newsweek “A rare combination of impeccable scholarship and literary polish . . . It would be impossible to read The Proud Tower without pleasure and admiration.”—The New York Times “An exquisitely written and thoroughly engrossing work . . . The author’s knowledge and skill are so impressive that they whet the appetite for more.”—Chicago Tribune “[Tuchman] tells her story with cool wit and warm understanding.”—Time",Barbara W. Tuchman,http://books.google.com/books/content?id=4Dwz91CWjnYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=4Dwz91CWjnYC&printsec=frontcover&dq=The+Proud+Tower:+A+portrait+of+the+world+before+the+war,+1890-1914&hl=&cd=1&source=gbs_api",Random House,2011-08-31,https://play.google.com/store/books/details?id=4Dwz91CWjnYC&source=gbs_api,5.0,29.704370023320795
Faith Journey Through Fantasy Lands,"Faith Journey through Fantasy Lands engages popular culture in the hugely successful stories of Harry Potter, Star Wars, and The Lord of the Rings. Russell W. Dalton guides the reader through these contemporary fantasy stories, illuminating them with light from the Christian faith journey. The book opens doors to faith-sharing, particularly with young people, while also taking on the issues within the stories that have led some Christians to reject them.",Russell W. Dalton,http://books.google.com/books/content?id=mvB2ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=mvB2ngEACAAJ&dq=Faith+Journey+Through+Fantasy+Lands&hl=&cd=1&source=gbs_api,Augsburg Books,2003-01-01,http://books.google.com/books?id=mvB2ngEACAAJ&dq=Faith+Journey+Through+Fantasy+Lands&hl=&source=gbs_api,1.0,14.99
"Colonial Days: Discover the Past with Fun Projects, Games, Activities, and Recipes","Over 40 fun, hands-on projects and activities from the days ofcolonial America Spend a year with the Mayhews, a family living in the Massachusettscolony of 1732. Ten-year-old Nathan and his twelve-year-old sister,Sarah, are eager to share all the fun and adventure--and the hardwork--of their daily lives. Along the way, they'll show you how toplay games, make toys and crafts, and perform lots of interestingand challenging everyday activities. Churn your own butter and whip up a batch of tasty Maple Creamtreats. Write with a quill pen you can make yourself, learn how todip candles, and play popular games like Jackstraws, Crack the Egg,and Sheep Over the Fence. Colonial Days is filled with interesting historical information andfun facts about growing up in days gone by. Discover howdifferent--and how similar--life was for American kids in history.",David C. King,http://books.google.com/books/content?id=TVAVSzRu5pYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=TVAVSzRu5pYC&q=Colonial+Days:+Discover+the+Past+with+Fun+Projects,+Games,+Activities,+and+Recipes&dq=Colonial+Days:+Discover+the+Past+with+Fun+Projects,+Games,+Activities,+and+Recipes&hl=&cd=1&source=gbs_api",Jossey-Bass,1998,"http://books.google.com/books?id=TVAVSzRu5pYC&dq=Colonial+Days:+Discover+the+Past+with+Fun+Projects,+Games,+Activities,+and+Recipes&hl=&source=gbs_api",2.0,11.92
The Meditation Bible: The Definitive Guide to Meditations for Every Purpose,"With more than 140 techniques and practices drawn from Christian, Buddhist, Hindu, Sufi, Taoist, Pagan, Jewish, Native American, and mystical traditions, this is the ultimate guide to meditation. Easily find out how to meditate to calm and center; cultivate mindfulness of everyday activities; heal physical and emotional ailments; increase love and compassion; end addictions; work with dreams; and deepen your connection with the Divine. An entire section is devoted to walking meditations that will get you moving, and there's smart advice on developing a daily practice and on creating a sacred space.",Madonna Gauding,http://books.google.com/books/content?id=ElKKvuxR8n8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ElKKvuxR8n8C&printsec=frontcover&dq=The+Meditation+Bible:+The+Definitive+Guide+to+Meditations+for+Every+Purpose&hl=&cd=1&source=gbs_api,"Sterling Publishing Company, Inc.",2005-08,http://books.google.com/books?id=ElKKvuxR8n8C&dq=The+Meditation+Bible:+The+Definitive+Guide+to+Meditations+for+Every+Purpose&hl=&source=gbs_api,2.0,5.5
Lost Liners: From the Titanic to the Andrea Doria the Ocean Floor Reveals Its Greatest Lost Ships,"Examines famous shipwrecks, from the vessels in their prime to their current ocean-floor remains","Robert D. Ballard, Rick Archbold, Ken Marschall",http://books.google.com/books/content?id=0grkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0grkAAAAMAAJ&q=Lost+Liners:+From+the+Titanic+to+the+Andrea+Doria+the+Ocean+Floor+Reveals+Its+Greatest+Lost+Ships&dq=Lost+Liners:+From+the+Titanic+to+the+Andrea+Doria+the+Ocean+Floor+Reveals+Its+Greatest+Lost+Ships&hl=&cd=1&source=gbs_api,Hyperion Books,1997-10-13,http://books.google.com/books?id=0grkAAAAMAAJ&dq=Lost+Liners:+From+the+Titanic+to+the+Andrea+Doria+the+Ocean+Floor+Reveals+Its+Greatest+Lost+Ships&hl=&source=gbs_api,5.0,29.704370023320795
The Forests of the Night,"I was born to the name of Rachel Weatere in the year 1684, more than three hundred years ago. The one who changed me named me Risika, and Risika I became, though I never asked what it meant. I continue to call myself Risika, even though I was transformed into what I am against my will. By day, Risika sleeps in a shaded room in Concord, Massachusetts. By night, she hunts the streets of New York City. She is used to being alone. But now someone is following Risika. Someone has left her a black rose, the same sort of rose that sealed her fate three hundred years ago. Three hundred years ago Risika had a family -- a brother and a sister who loved her. Three hundred years ago she was human. Now she is a vampire, a powerful one. And her past has come back to torment her. This atmospheric, haunting tale marks the stunning debut of a promising fourteen-year-old novelist. From the Hardcover edition.",Amelia Atwater-Rhodes,http://books.google.com/books/content?id=_Kbr44x7038C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_Kbr44x7038C&printsec=frontcover&dq=The+Forests+of+the+Night&hl=&cd=1&source=gbs_api,Laurel Leaf,2011-02-02,http://books.google.com/books?id=_Kbr44x7038C&dq=The+Forests+of+the+Night&hl=&source=gbs_api,5.0,29.704370023320795
The year of the horse,"Sharp, heartfelt, and cathartic, The Year of the Horses captures a woman's journey out of depression and the horses that guide her, physically and emotionally, on a new path forward.",Courtney Maum,http://books.google.com/books/content?id=TQq5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TQq5zgEACAAJ&dq=The+year+of+the+horse&hl=&cd=1&source=gbs_api,Tin House Books,2022-05-03,http://books.google.com/books?id=TQq5zgEACAAJ&dq=The+year+of+the+horse&hl=&source=gbs_api,1.0,29.704370023320795
Memories of Anne Frank: Reflections of a Childhood Friend,"Recounts the story of Hannah Goslar, a close friend of Anne Frank and one of the last to see her alive.",Alison Leslie Gold,http://books.google.com/books/content?id=EZKcGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EZKcGwAACAAJ&dq=Memories+of+Anne+Frank:+Reflections+of+a+Childhood+Friend&hl=&cd=1&source=gbs_api,Turtleback,1999-04-01,http://books.google.com/books?id=EZKcGwAACAAJ&dq=Memories+of+Anne+Frank:+Reflections+of+a+Childhood+Friend&hl=&source=gbs_api,1.0,29.704370023320795
A Year in the South: 1865: The True Story of Four Ordinary People Who Lived Through the Most Tumultuous Twelve Months in American History,"A slave determined to gain freedom, a widow battling poverty and despair, a man of God grappling with spiritual and worldly troubles, and a former Confederate soldier seeking a new life. They lived in the South during 1865 -- a year that saw war, disunion, and slavery give way to peace, reconstruction, and emancipation. Between January and December 1865, these four people witnessed, from very different vantage points, the death of the Old South and the birth of the New South. Civil War historian Stephen V. Ash reconstructs their daily lives, their fears and hopes, and their frustrations and triumphs in vivid detail -- telling a dramatic story of real people in a time of great upheaval and offering a fresh perspective on a pivotal moment in history.",Stephen V. Ash,http://books.google.com/books/content?id=gIyHR8yeLVcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=gIyHR8yeLVcC&dq=A+Year+in+the+South:+1865:+The+True+Story+of+Four+Ordinary+People+Who+Lived+Through+the+Most+Tumultuous+Twelve+Months+in+American+History&hl=&cd=1&source=gbs_api,Harper Collins,2004-05-11,http://books.google.nl/books?id=gIyHR8yeLVcC&dq=A+Year+in+the+South:+1865:+The+True+Story+of+Four+Ordinary+People+Who+Lived+Through+the+Most+Tumultuous+Twelve+Months+in+American+History&hl=&source=gbs_api,1.0,10.79
Paralegal Practice and Procedure,"The completely revised and updated fourth edition of the most trusted paralegal desk references on the market. Now fully revised and expanded: the bestselling desk reference for paralegals at any level. Each chapter has been completely updated to include the latest step-by-step instructions for every aspect of a paralegal's job, with new procedures, checklists, and resources throughout. Topics covered include: ? Paralegal ethics ? Training programs ? Court systems and court procedures ? Federal court practice and procedures ? Pretrial practice and procedure ? Legal research tools ? Electronic trial preparation procedures In addition to the general resources that will be of value to every paralegal, this guide also includes detailed information on practice and procedures for working in specialty law firms.","Deborah E. Larbalestrier, Linda Spagnola, Esq.",http://books.google.com/books/content?id=eLQUBh3aqOUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eLQUBh3aqOUC&printsec=frontcover&dq=Paralegal+Practice+and+Procedure&hl=&cd=1&source=gbs_api,Penguin,2009-07-07,https://play.google.com/store/books/details?id=eLQUBh3aqOUC&source=gbs_api,1.0,29.704370023320795
To Conquer the Air : The Wright Brothers and the Great Race for Flight,"James Tobin, award-winning author of Ernie Pyle's War and The Man He Became, has penned the definitive account of the inspiring and impassioned race between the Wright brothers and their primary rival Samuel Langley across ten years and two continents to conquer the air. For years, Wilbur Wright and his younger brother, Orville, experimented in obscurity, supported only by their exceptional family. Meanwhile, the world watched as Samuel Langley, armed with a contract from the US War Department and all the resources of the Smithsonian Institution, sought to create the first manned flying machine. But while Langley saw flight as a problem of power, the Wrights saw a problem of balance. Thus their machines took two very different paths—Langley’s toward oblivion, the Wrights’ toward the heavens—though not before facing countless other obstacles. With a historian’s accuracy and a novelist’s eye, Tobin has captured an extraordinary moment in history. To Conquer the Air is itself a heroic achievement.",James Tobin,http://books.google.com/books/content?id=yTmyKpzQ2agC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yTmyKpzQ2agC&printsec=frontcover&dq=To+Conquer+the+Air+:+The+Wright+Brothers+and+the+Great+Race+for+Flight&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-06-12,https://play.google.com/store/books/details?id=yTmyKpzQ2agC&source=gbs_api,3.0,29.704370023320795
In the Country of My Dreams,"A book, which places before the reader not only those basic and fundamental principles, but also indicates how we can help to fulfill them through our freedom by establishing a polity and social life, and through the instrumentality of a constitution and the dedication of the human material which this vast country will now throw up to work without any external fetters or internal inhibitions, will be welcomed by all. Shri R. K. Prabhu has proved his skill in making a selection of the most telling and significant passage from Mahatma Gandhi’s writings and have no doubt that this volume will be a useful addition to the literature on the subject.",M.K. Gandhi,http://books.google.com/books/content?id=_C7eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_C7eDwAAQBAJ&pg=PP1&dq=In+the+Country+of+My+Dreams&hl=&cd=1&source=gbs_api,Prabhat Prakashan,2021-01-01,https://play.google.com/store/books/details?id=_C7eDwAAQBAJ&source=gbs_api,1.0,29.704370023320795
Fatal Harvest (Fatal Harvest Series #1),"Fatal Harvest takes an unprecedented look at our current ecologically destructive agricultural system and offers a compelling vision for an organic and environmentally safer way of producing the food we eat. It gathers together more than forty essays by leading ecological thinkers including Wendell Berry, Wes Jackson, David Ehrenfeld, Helena Norberg-Hodge, Vandana Shiva, and Gary Nabhan. Providing a unique and invaluable antidote to the efforts by agribusiness to obscure and disconnect us from the truth about industrialized foods, it demostrates that industrial food production is indeed a ""fatal harvest""--fatal to consumers, fatal to our landscapes, fatal to genetic diversity, and fatal to our farm communities. As it exposes the ecological and social impacts of industrial agriculture's fatal harvest, Fatal Harvest details a new ecological and humane vision for agriculture. It shows how millions of people are engaged in the new politics of food as they work to develop a better alternative to the current chemically fed and biotechnology-driven system. Designed to aid the movement to reform industrial agriculture, Fatal Harvest informs and influences the activists, farmers, policymakers, and consumers who are seeking a safer and more sustainable food future.",Andrew Kimbrell,http://books.google.com/books/content?id=plTcVDph_SQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=plTcVDph_SQC&printsec=frontcover&dq=Fatal+Harvest+(Fatal+Harvest+Series&hl=&cd=1&source=gbs_api,Island Press,2002-05,http://books.google.nl/books?id=plTcVDph_SQC&dq=Fatal+Harvest+(Fatal+Harvest+Series&hl=&source=gbs_api,2.0,17.95
Makers of Modern Strategy: Military Thought from Machiavelli to Hitler,"American military scholars discuss the evolution of modern war strategy, paying special attention to its nonmilitary phases in the nineteenth and twentieth centuries","Peter Paret, Gordon A. Craig, Felix Gilbert",http://books.google.com/books/content?id=agXp7eocZ2QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=agXp7eocZ2QC&printsec=frontcover&dq=Makers+of+Modern+Strategy:+Military+Thought+from+Machiavelli+to+Hitler&hl=&cd=1&source=gbs_api,Princeton University Press,1986,http://books.google.com/books?id=agXp7eocZ2QC&dq=Makers+of+Modern+Strategy:+Military+Thought+from+Machiavelli+to+Hitler&hl=&source=gbs_api,2.0,29.704370023320795
Dogs Don't tell Jokes,"'Why did the guy eat two dead skunks for breakfast?' 'Because dead ones squeal when you stick the fork in.' Gary W. Boone knows he was born to be a stand-up comedian. It is the rest of the kids in the class who think he is a fool. Then the Floyd Hicks Junior High School Talent Show is announced, and he starts practising his routine non-stop to get it just right. Gary's sure that this will be his big break - he'll make everyone laugh and will win the $100 prize money. But when an outrageous surprise threatens to turn his debut into a disaster, it looks as if the biggest joke of all may be on Gary himself.",Louis Sachar,http://books.google.com/books/content?id=PC_yljvCDCAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PC_yljvCDCAC&printsec=frontcover&dq=Dogs+Don%27t+tell+Jokes&hl=&cd=1&source=gbs_api,A&C Black,2013-07-26,http://books.google.com/books?id=PC_yljvCDCAC&dq=Dogs+Don%27t+tell+Jokes&hl=&source=gbs_api,3.0,29.704370023320795
WATERLESS MOUNTAIN,"Younger Brother, a Navaho Indian boy, undergoes eight years of training in the ancient religion of his people and the practical knowledge of material existence.",Laura Adams Armer,http://books.google.com/books/content?id=2YytAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=2YytAQAAQBAJ&printsec=frontcover&dq=WATERLESS+MOUNTAIN&hl=&cd=1&source=gbs_api,Courier Corporation,2014,https://play.google.com/store/books/details?id=2YytAQAAQBAJ&source=gbs_api,3.0,29.704370023320795
Repressed Memories: A Journey to Recovery from Sexual Abuse (Fireside Parkside Books),"A therapist explains how retrieving repressed memories of childhood sexual abuse can assist victims in the healing process, and includes discussions of therapeutic processes used in memory retrieval as well as self-help exercises",Renee Fredrickson,http://books.google.com/books/content?id=3HkXeLY6IdIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3HkXeLY6IdIC&printsec=frontcover&dq=Repressed+Memories:+A+Journey+to+Recovery+from+Sexual+Abuse+(Fireside+Parkside+Books)&hl=&cd=1&source=gbs_api,Simon and Schuster,1992-07-01,http://books.google.nl/books?id=3HkXeLY6IdIC&dq=Repressed+Memories:+A+Journey+to+Recovery+from+Sexual+Abuse+(Fireside+Parkside+Books)&hl=&source=gbs_api,2.0,11.26
